"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of survivors","Number of Female","Number of Male","Number of Children","Cause of death","Location Description","Information Source","Location","Information Reliability","Migrant Route","URL","UNSD Geographical Grouping"
"43131","North Africa","February 21, 2016","2016","Feb","1","","1","","","","","","Shandi, Sudan","Regional Mixed Migration Secretariat","16.679729400000, 33.429765500000","Partially verified","","","Northern Africa"
"43132","North Africa","February 21, 2016","2016","Feb","28","","28","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43133","North Africa","February 21, 2016","2016","Feb","1","","1","","","","","","Qalabat, Sudan","Regional Mixed Migration Secretariat","13.973173700000, 35.343169100000","Partially verified","","","Northern Africa"
"43134","North Africa","February 21, 2016","2016","Feb","6","","6","","","","","","Sabha, Libya","Regional Mixed Migration Secretariat","27.029507800000, 14.389083500000","Partially verified","","","Northern Africa"
"43135","North Africa","February 21, 2016","2016","Feb","3","","3","","","","","","Qalabat, Sudan","Regional Mixed Migration Secretariat","13.973173700000, 35.343169100000","Partially verified","","","Northern Africa"
"43136","North Africa","February 21, 2016","2016","Feb","1","","1","","","","","Starvation","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43117","North Africa","February 20, 2016","2016","Feb","1","","1","","","","","","Aswan, Egypt","Regional Mixed Migration Secretariat","23.285107000000, 31.520455700000","Partially verified","","","Northern Africa"
"42526","US-Mexico Border","February 19, 2016","2016","Feb","1","","1","","","1","","Drowning","Rio Grande under the International Miguel Aleman-Roma Bridge, Starr County, Texas","La Tarde","26.547504500000, -98.866289900000","Partially verified","","http://bit.ly/22hjuxg","Northern America"
"42677","Central America","February 19, 2016","2016","Feb","1","","1","","","1","","Fell from train","Train tracks near Coatzacoalcos, Veracruz, Mexico","Coatza Digital","18.268156600000, -95.896946100000","Partially verified","","http://bit.ly/2c2uyN1","Central America"
"42866","Mediterranean","February 19, 2016","2016","Feb","2","","2","","","","","Drowning","off the coast of Siculiana in Western Sicily","Reuters","37.308839200000, 13.322824900000","Partially verified","Central Mediterranean","http://reut.rs/1PKCwbF","Uncategorized"
"43115","North Africa","February 19, 2016","2016","Feb","1","","1","","","","","Suffocation","Melawi, Egypt","Regional Mixed Migration Secretariat","27.765170100000, 30.665442300000","Partially verified","","","Northern Africa"
"43116","North Africa","February 19, 2016","2016","Feb","2","","2","","","","","","Khartoum, Sudan","Regional Mixed Migration Secretariat","15.501534100000, 32.502556100000","Partially verified","","","Northern Africa"
"43099","US-Mexico Border","February 18, 2016","2016","Feb","4","","4","","","4","","","Highway 59 in Webb County, Texas","Webb County Office of the Medical Examiner- Dr Corinne Stern","27.715588900000, -99.698746100000","Partially verified","","","Northern America"
"43100","North Africa","February 18, 2016","2016","Feb","1","","1","","","","","","In Sahara Desert, Sudan","Regional Mixed Migration Secretariat","19.428332000000, 25.906288500000","Partially verified","","","Northern Africa"
"43101","Horn of Africa","February 18, 2016","2016","Feb","1","","1","","","","","Starvation, Dehydration","Karora, Eritrea","Regional Mixed Migration Secretariat","17.703009200000, 38.350793000000","Partially verified","","","Eastern Africa"
"43102","Sub-Saharan Africa","February 18, 2016","2016","Feb","2","","2","","","","","","Vwawa, Tanzania","Regional Mixed Migration Secretariat","-9.102866000000, 32.915691000000","Partially verified","","","Eastern Africa"
"43103","North Africa","February 18, 2016","2016","Feb","3","","3","","","","","","Kessela, Sudan","Regional Mixed Migration Secretariat","15.455814400000, 36.378757100000","Partially verified","","","Northern Africa"
"43104","North Africa","February 18, 2016","2016","Feb","6","","6","","","","","","Ajdabiya, Libya","Regional Mixed Migration Secretariat","30.272374300000, 19.074105200000","Partially verified","","","Northern Africa"
"43105","North Africa","February 18, 2016","2016","Feb","1","","1","","","","","","Shandi, Sudan","Regional Mixed Migration Secretariat","16.679729400000, 33.429765500000","Partially verified","","","Northern Africa"
"43106","North Africa","February 18, 2016","2016","Feb","25","","25","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43107","North Africa","February 18, 2016","2016","Feb","1","","1","","","","","","Qadarif, Sudan","Regional Mixed Migration Secretariat","14.031672200000, 35.341772300000","Partially verified","","","Northern Africa"
"43108","North Africa","February 18, 2016","2016","Feb","3","","3","","","","","","Kufrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43109","North Africa","February 18, 2016","2016","Feb","1","","1","","","","","","Kessela, Sudan","Regional Mixed Migration Secretariat","15.455814400000, 36.378757100000","Partially verified","","","Northern Africa"
"43110","North Africa","February 18, 2016","2016","Feb","3","","3","","","","","","Sabha, Libya","Regional Mixed Migration Secretariat","27.029507800000, 14.389083500000","Partially verified","","","Northern Africa"
"43111","Horn of Africa","February 18, 2016","2016","Feb","6","","6","","","","","","Bahardar, Ethiopia","Regional Mixed Migration Secretariat","11.580677900000, 37.310383100000","Partially verified","","","Eastern Africa"
"43112","North Africa","February 18, 2016","2016","Feb","1","","1","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43113","North Africa","February 18, 2016","2016","Feb","2","","2","","","","","","Madani, Sudan","Regional Mixed Migration Secretariat","14.383075200000, 33.461172600000","Partially verified","","","Northern Africa"
"43114","North Africa","February 18, 2016","2016","Feb","8","","8","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"42414","Mediterranean","February 17, 2016","2016","Feb","1","","1","2","","","1","Hypothermia","arrived at Agia Ermioni, Chios, Greece","Greek Reporter","38.342494100000, 25.880581700000","Partially verified","Eastern Mediterranean","http://bit.ly/1oqQztJ","Uncategorized"
"42443","Caribbean","February 17, 2016","2016","Feb","","1","1","12","","","","Drowning","between Cuba and Man Key, Key West, Florida USA","Sun Sentinel, Miami Herald","23.866987800000, -82.297972000000","Partially verified","","http://hrld.us/1R93YjJ, http://bit.ly/1mJq8yn","Caribbean"
"42884","Middle East","February 17, 2016","2016","Feb","1","","1","","1","","1","","Syrian/Turkish border near Qamishli, Al Hasaka, Syria","Action Group for Palestinians of Syria","36.504474100000, 40.708528000000","Partially verified","","http://www.actionpal.org.uk/","Western Asia"
"42885","Middle East","February 17, 2016","2016","Feb","1","","1","","1","","","","Syrian/Turkish border near Qamishli, Al Hasaka, Syria","Action Group for Palestinians of Syria","36.504474100000, 40.708528000000","Partially verified","","http://www.actionpal.org.uk/","Western Asia"
"42886","Middle East","February 17, 2016","2016","Feb","1","","1","","1","","","","Syrian/Turkish border near Qamishli, Al Hasaka, Syria","Action Group for Palestinians of Syria","36.504474100000, 40.708528000000","Partially verified","","http://www.actionpal.org.uk/","Western Asia"
"42887","Middle East","February 17, 2016","2016","Feb","1","","1","","","1","","","Syrian/Turkish border near Qamishli, Al Hasaka, Syria","Action Group for Palestinians of Syria","36.504474100000, 40.708528000000","Partially verified","","http://www.actionpal.org.uk/","Western Asia"
"43090","North Africa","February 17, 2016","2016","Feb","1","","1","","","","","","Las'anod, Somalia","Regional Mixed Migration Secretariat","8.476128000000, 47.347479800000","Partially verified","","","Eastern Africa"
"43091","Horn of Africa","February 17, 2016","2016","Feb","1","","1","","","","","","Gondor, Ethiopia","Regional Mixed Migration Secretariat","12.601127000000, 37.438938500000","Partially verified","","","Eastern Africa"
"43092","Horn of Africa","February 17, 2016","2016","Feb","1","","1","","","","","","Jigjiga, Ethiopia","Regional Mixed Migration Secretariat","9.352104400000, 42.777371200000","Partially verified","","","Eastern Africa"
"43093","North Africa","February 17, 2016","2016","Feb","3","","3","","","","","","Sabha, Libya","Regional Mixed Migration Secretariat","27.029507800000, 14.389083500000","Partially verified","","","Northern Africa"
"43094","North Africa","February 17, 2016","2016","Feb","2","","2","","","","","","Qalabat, Sudan","Regional Mixed Migration Secretariat","13.973173700000, 35.343169100000","Partially verified","","","Northern Africa"
"43095","North Africa","February 17, 2016","2016","Feb","1","","1","","","","","","Tarhunah, Libya","Regional Mixed Migration Secretariat","32.434459100000, 13.606436400000","Partially verified","","","Northern Africa"
"43096","North Africa","February 17, 2016","2016","Feb","3","","3","","","","","","Qalabat, Sudan","Regional Mixed Migration Secretariat","13.973173700000, 35.343169100000","Partially verified","","","Northern Africa"
"43097","North Africa","February 17, 2016","2016","Feb","6","","6","","","","","","Ajdabiya, Libya","Regional Mixed Migration Secretariat","30.272374300000, 19.074105200000","Partially verified","","","Northern Africa"
"43098","North Africa","February 17, 2016","2016","Feb","5","","5","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"42499","Mediterranean","February 16, 2016","2016","Feb","1","","1","","","1","","Unknown","Found dead in a boat in Algeciras, Cádiz, Spain, that had crossed the Strait of Gibraltar","Spanish Ministry of the Interior via IOM Spain","35.944418700000, -5.794608800000","Partially verified","Western Mediterranean","http://bit.ly/1UyM35b","Uncategorized"
"43089","North Africa","February 16, 2016","2016","Feb","2","","2","","","","","","Sahara Desert, near Aswan, Egypt","Regional Mixed Migration Secretariat","21.906769500000, 30.822252900000","Partially verified","","","Northern Africa"
"42555","Middle East","February 15, 2016","2016","Feb","1","","1","","","1","","","Syrian/Turkish border near Aleppo province","Syrian Observatory for Human Rights","36.681792000000, 36.623154000000","Partially verified","","http://bit.ly/28Nnkxe","Western Asia"
"42585","Central America","February 15, 2016","2016","Feb","1","","1","11","","","","Vehicle Accident","On highway 150, between Tecamachalco and Tlacotepec de Benito Juarez, Puebla, Mexico","Imagen Poblana","18.675135100000, -97.644249400000","Partially verified","","http://bit.ly/28RtAFO","Central America"
"42536","Central America","February 14, 2016","2016","Feb","1","","1","","","1","","","train tracks near Cosoleacaque, Mexico","Central Noticias","17.999023800000, -94.646071300000","Partially verified","","http://bit.ly/26ge4HV","Central America"
"42543","Central America","February 14, 2016","2016","Feb","1","","1","","","1","","Fell from train","Train tracks in Minatitlan, Mexico","Impacto Del Sur","18.013069200000, -94.539433900000","Partially verified","","http://bit.ly/28KedEy","Central America"
"42495","Europe","February 12, 2016","2016","Feb","1","","1","","","1","","","Subotica, Serbia, en route to Hungary","Blog de veille sur les droits de l'Homme en Serbie, B92","46.091061500000, 19.636973900000","Partially verified","Western Balkans","http://bit.ly/1Uo7dGU, http://bit.ly/1oEkKOc","Southern Europe"
"42633","North Africa","February 12, 2016","2016","Feb","","28","28","","","","","","Between Bountilla, Mauritania and Gran Canaria, Spain","Asociación Pro Derechos Humanos de Andalucía","26.945529400000, -15.594380500000","Partially verified","","http://bit.ly/2aN37cC","Uncategorized"
"42753","Caribbean","February 12, 2016","2016","Feb","1","25","26","4","","1","","","In the Atlantic, taken to puerto de Bahía las Minas,  Colón, Panamá","Ciber Cuba","9.324709300000, -80.010395500000","Partially verified","","http://bit.ly/2fhv4ai, http://bit.ly/2k0nhDI","Caribbean"
"43085","North Africa","February 12, 2016","2016","Feb","3","","3","","","","","","Qalabat, Sudan","Regional Mixed Migration Secretariat","13.973173700000, 35.343169100000","Partially verified","","","Northern Africa"
"43086","North Africa","February 12, 2016","2016","Feb","6","","6","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
"43087","North Africa","February 12, 2016","2016","Feb","2","","2","","","","","","Qadarif, Sudan","Regional Mixed Migration Secretariat","14.031672200000, 35.341772300000","Partially verified","","","Northern Africa"
"43088","North Africa","February 12, 2016","2016","Feb","3","","3","","","","","","Kurfrah, Libya","Regional Mixed Migration Secretariat","23.248841300000, 19.724216100000","Partially verified","","","Northern Africa"
